bucket,brand_existing,model_existing,first_year_existing,source_existing,brand_catalog,model_catalog,model_id_catalog,first_year_catalog,year_basis,confidence,sources_catalog,note,reviewer_decision
CATALOG_ONLY,,,,,Option,Cardiac,option--cardiac,1999,introduced,verified,https://web.archive.org/web/20010503014118/http://www.optionsnowboards.com/1998_1999/boards/booter.cgi,,
CATALOG_ONLY,,,,,Option,Chatfield,option--chatfield,2000,introduced,verified,https://web.archive.org/web/20000303020635/http://www.optionsnowboards.com/boards/chatfield.shtml | https://web.archive.org/web/200101/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Chris Dufficy,option--chris-dufficy,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Echo,option--echo,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Essential,option--essential,1999,introduced,verified,https://web.archive.org/web/20010503014118/http://www.optionsnowboards.com/1998_1999/boards/booter.cgi,,
CATALOG_ONLY,,,,,Option,Forecast,option--forecast,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Fortune,option--fortune,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Franchise,option--franchise,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Free,option--free,1999,introduced,verified,https://web.archive.org/web/20010503014118/http://www.optionsnowboards.com/1998_1999/boards/booter.cgi,,
CATALOG_ONLY,,,,,Option,Free Plus,option--free-plus,2001,introduced,verified,https://web.archive.org/web/20001027190941/http://www.optionsnowboards.com/boards/freeplus.shtml,,
CATALOG_ONLY,,,,,Option,Influence,option--influence,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Jay Nelson,option--jay-nelson,1999,introduced,verified,https://web.archive.org/web/20010503014118/http://www.optionsnowboards.com/1998_1999/boards/booter.cgi | https://web.archive.org/web/20000303020635/http://www.optionsnowboards.com/boards/chatfield.shtml | https://web.archive.org/web/200101/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Little SuperCap,option--little-supercap,1999,introduced,verified,https://web.archive.org/web/20010503014118/http://www.optionsnowboards.com/1998_1999/boards/booter.cgi,,
CATALOG_ONLY,,,,,Option,Logic,option--logic,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Makinen,option--makinen,2001,introduced,verified,https://web.archive.org/web/20001027190941/http://www.optionsnowboards.com/boards/freeplus.shtml | https://web.archive.org/web/200106/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Mini Pro,option--mini-pro,2000,introduced,verified,https://web.archive.org/web/20000303020635/http://www.optionsnowboards.com/boards/chatfield.shtml | https://web.archive.org/web/200112/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Mirror,option--mirror,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Motive,option--motive,2008,earliest_sourced,verified,https://www.snowdb.com/catalog/option | https://web.archive.org/web/200807/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Paloma,option--paloma,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Redline,option--redline,1999,earliest_sourced,verified,https://www.snowdb.com/catalog/option | https://web.archive.org/web/20010503014118/http://www.optionsnowboards.com/1998_1999/boards/booter.cgi | https://web.archive.org/web/20000303020635/http://www.optionsnowboards.com/boards/chatfield.shtml | https://web.archive.org/web/200106/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Sansalone,option--sansalone,1999,introduced,verified,https://www.piquenewsmagazine.com/whistler-news/option-boards-2458356 | https://web.archive.org/web/20000303020635/http://www.optionsnowboards.com/boards/chatfield.shtml | https://web.archive.org/web/200112/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Signature,option--signature,1999,earliest_sourced,verified,https://www.piquenewsmagazine.com/whistler-news/option-boards-2458356 | https://www.snowdb.com/catalog/option | https://web.archive.org/web/20010503014118/http://www.optionsnowboards.com/1998_1999/boards/booter.cgi | https://web.archive.org/web/20000303020635/http://www.optionsnowboards.com/boards/chatfield.shtml | https://web.archive.org/web/200112/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Stomper,option--stomper,2001,introduced,verified,https://web.archive.org/web/20001027190941/http://www.optionsnowboards.com/boards/freeplus.shtml | https://web.archive.org/web/200203/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,SuperCap,option--supercap,1999,introduced,verified,https://web.archive.org/web/20010503014118/http://www.optionsnowboards.com/1998_1999/boards/booter.cgi | https://web.archive.org/web/20000303020635/http://www.optionsnowboards.com/boards/chatfield.shtml | https://web.archive.org/web/200112/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,SuperCharger,option--supercharger,2000,introduced,verified,https://web.archive.org/web/20000303020635/http://www.optionsnowboards.com/boards/chatfield.shtml | https://web.archive.org/web/200112/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,V2,option--v2,2001,introduced,verified,https://web.archive.org/web/20001027190941/http://www.optionsnowboards.com/boards/freeplus.shtml | https://web.archive.org/web/200106/http://www.optionsnowboards.com/,,
CATALOG_ONLY,,,,,Option,Vega,option--vega,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Option,Vinson,option--vinson,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/option,,
CATALOG_ONLY,,,,,Original Sin,Team,original-sin--team,1997,introduced,likely,https://snowboarder.com/featured/1997-preview-of-womens-snowboard-equipment,,
CATALOG_ONLY,,,,,Oxess,BX Competition,oxess--bx-competition,,unknown,likely,https://www.oxess.ch/collections/snowboards,,
CATALOG_ONLY,,,,,Oxess,CX Pro,oxess--cx-pro,,unknown,likely,https://www.oxess.ch/collections/snowboards,,
CATALOG_ONLY,,,,,Oxess,FX,oxess--fx,,unknown,likely,https://www.oxess.ch/collections/snowboards,,
CATALOG_ONLY,,,,,Oxess,RS / RG,oxess--rs-rg,,unknown,likely,https://www.oxess.ch/collections/snowboards,,
CATALOG_ONLY,,,,,Oxess,SX,oxess--sx,,unknown,likely,https://www.oxess.ch/collections/snowboards,,
CATALOG_ONLY,,,,,Oxess,SXR,oxess--sxr,,unknown,likely,https://www.oxess.ch/collections/snowboards,,
CATALOG_ONLY,,,,,Oxygen,Supercross,oxygen--supercross,2000,introduced,likely,https://www.snowboarder.com/news/board-test-board-specs,,
CATALOG_ONLY,,,,,Oxygen,Vibe,oxygen--vibe,2000,introduced,likely,https://www.snowboarder.com/news/snowboard-lifes-top-25-board-test-2000 | https://www.snowboarder.com/news/board-test-board-specs,,
CATALOG_ONLY,,,,,Palmer,Andy Finch,palmer--andy-finch,2003,earliest_sourced,likely,https://web.archive.org/web/200210/http://www.palmerusa.com/ | https://web.archive.org/web/200306/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Andy Finch Twin,palmer--andy-finch-twin,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Biglight,palmer--biglight,2003,earliest_sourced,likely,https://web.archive.org/web/200209/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Burn,palmer--burn,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Carbon Circle,palmer--carbon-circle,2002,earliest_sourced,likely,https://web.archive.org/web/200109/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Carbon Circle 2,palmer--carbon-circle-2,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Channel Titanium,palmer--channel-titanium,2002,earliest_sourced,likely,https://web.archive.org/web/200110/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Classic,palmer--classic,2002,earliest_sourced,verified,https://www.snowdb.com/catalog/palmer | https://web.archive.org/web/200109/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Crown,palmer--crown,2004,introduced,verified,https://www.snowboarder.com/news/palmers-new-crown-and-shock-boards | https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Flash,palmer--flash,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Gap,palmer--gap,2003,earliest_sourced,likely,https://web.archive.org/web/200209/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Halo,palmer--halo,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Honey Circle,palmer--honey-circle,2002,earliest_sourced,likely,https://web.archive.org/web/200109/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Honey Pro,palmer--honey-pro,2002,earliest_sourced,likely,https://web.archive.org/web/200109/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Honeycomb,palmer--honeycomb,2002,earliest_sourced,verified,https://www.snowdb.com/catalog/palmer | https://web.archive.org/web/200109/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Jade,palmer--jade,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Liberty,palmer--liberty,2002,earliest_sourced,verified,https://www.snowdb.com/catalog/palmer | https://web.archive.org/web/200108/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Liberty Carbon,palmer--liberty-carbon,2003,earliest_sourced,likely,https://web.archive.org/web/200209/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,P-Line,palmer--p-line,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Palmer Pro,palmer--palmer-pro,2012,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Patriot,palmer--patriot,2002,earliest_sourced,likely,https://web.archive.org/web/200109/http://www.palmerusa.com/ | https://web.archive.org/web/200302/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Platinum LE,palmer--platinum-le,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,PLS Shock,palmer--pls-shock,2004,introduced,likely,https://www.snowboarder.com/news/palmers-new-crown-and-shock-boards,,
CATALOG_ONLY,,,,,Palmer,Pulse,palmer--pulse,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Renegade,palmer--renegade,2003,earliest_sourced,likely,https://web.archive.org/web/200209/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Saga,palmer--saga,2010,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Standard,palmer--standard,2003,earliest_sourced,likely,https://web.archive.org/web/200209/http://www.palmerusa.com/ | https://web.archive.org/web/200312/http://www.palmerusa.com/,,
CATALOG_ONLY,,,,,Palmer,Timeless,palmer--timeless,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Palmer,Truth,palmer--truth,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/palmer,,
CATALOG_ONLY,,,,,Prior,Brandywine,prior--brandywine,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Fissile,prior--fissile,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Khyber,prior--khyber,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Legacy,prior--legacy,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,MFR,prior--mfr,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Powstick,prior--powstick,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Slasher,prior--slasher,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Slaylok,prior--slaylok,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Spearhead,prior--spearhead,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Thruster,prior--thruster,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Prior,Wildcard,prior--wildcard,2019,introduced,likely,https://www.snowboarder.com/news/prior-snowboards-product-showroom-2019,,
CATALOG_ONLY,,,,,Public,Disorder,public--disorder,2020,introduced,verified,https://www.tactics.com/info/2020-public-snowboards-review | https://www.evo.com/outlet/snowboards/public-disorder-sexton-snowboard,,
CATALOG_ONLY,,,,,Public,Display,public--display,2020,earliest_sourced,likely,https://www.tactics.com/info/2020-public-snowboards-review,,
CATALOG_ONLY,,,,,Public,Dispute,public--dispute,2020,introduced,likely,https://www.tactics.com/info/2020-public-snowboards-review,,
CATALOG_ONLY,,,,,Public,General Public,public--general-public,2020,earliest_sourced,likely,https://www.tactics.com/info/2020-public-snowboards-review,,
CATALOG_ONLY,,,,,Public,Opinion,public--opinion,2020,introduced,likely,https://www.tactics.com/info/2020-public-snowboards-review,,
CATALOG_ONLY,,,,,Public,Therapy,public--therapy,2020,introduced,likely,https://www.tactics.com/info/2020-public-snowboards-review,,
CATALOG_ONLY,,,,,Rad Air,Tanker,rad-air--tanker,1994,introduced,likely,https://www.boardsportsource.com/new-product/tanker-30-year-anniversary-rad-air/ | https://www.snowboard-review.com/snowboard_reviews/c/rad-air/ | https://thegoodride.com/snowboard-reviews/rad-air-tanker-snowboard-review/,,
CATALOG_ONLY,,,,,Ride,Agenda,ride--agenda,2023,earliest_sourced,verified,https://www.evo.com/shop/snowboard/snowboards/ride | https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Algorythm,ride--algorythm,2020,introduced,likely,https://thegoodride.com/snowboard-reviews/ride-algorhythm-snowboard-review/,,
CATALOG_ONLY,,,,,Ride,Benchwarmer,ride--benchwarmer,2023,introduced,verified,https://thegoodride.com/snowboard-reviews/ride-benchwarmer-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,Brushie,ride--brushie,2000,earliest_sourced,verified,https://www.snowboarder.com/news/board-test-board-specs | https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/brushie/ | https://web.archive.org/web/200106/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Burnout,ride--burnout,2026,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,Business,ride--business,2006,earliest_sourced,likely,https://web.archive.org/web/200512/http://www.ridesnowboards.com/ | https://web.archive.org/web/200603/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Catalyst,ride--catalyst,2003,earliest_sourced,likely,https://web.archive.org/web/200208/http://www.ridesnowboards.com/ | https://web.archive.org/web/200404/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Compact Series,ride--compact-series,1997,introduced,likely,https://snowboarder.com/featured/1997-preview-of-womens-snowboard-equipment,,
CATALOG_ONLY,,,,,Ride,Concept,ride--concept,2000,earliest_sourced,likely,https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/concept/ | https://web.archive.org/web/200312/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Control,ride--control,2000,earliest_sourced,verified,https://www.snowboarder.com/news/snowboard-lifes-top-25-board-test-2000 | https://www.snowboarder.com/news/board-test-board-specs | https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/control/ | https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Cue,ride--cue,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Dale Rehberg,ride--dale-rehberg,1995,introduced,likely,https://retrosnow.com/shop/ride/libtech-95-ride/ride-dale-rehberg/,,
CATALOG_ONLY,,,,,Ride,Decade,ride--decade,2004,earliest_sourced,likely,https://web.archive.org/web/200310/http://www.ridesnowboards.com/ | https://web.archive.org/web/200702/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Deep Fake,ride--deep-fake,2026,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,DH,ride--dh,2004,earliest_sourced,verified,https://thegoodride.com/snowboard-reviews/ride-dh-review-and-buying-advice/ | https://thegoodride.com/snowboard-reviews/ride-dh2-review-and-buying-advice/ | https://web.archive.org/web/200312/http://www.ridesnowboards.com/ | https://web.archive.org/web/200701/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Dose,ride--dose,2007,earliest_sourced,likely,https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Exile,ride--exile,2002,earliest_sourced,likely,https://web.archive.org/web/200109/http://www.ridesnowboards.com/ | https://web.archive.org/web/200402/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Fever,ride--fever,2007,earliest_sourced,likely,https://web.archive.org/web/200610/http://www.ridesnowboards.com/ | https://web.archive.org/web/200705/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Fleetwood,ride--fleetwood,2000,earliest_sourced,verified,https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/board-test-wide-rides | https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/fleetwood/ | https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Freestyle,ride--freestyle,1994,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Ride,Fuel,ride--fuel,2000,earliest_sourced,likely,https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/fuel/ | https://web.archive.org/web/200304/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Havoc,ride--havoc,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.ridesnowboards.com/ | https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Heartbreaker,ride--heartbreaker,2026,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,Helix,ride--helix,2015,introduced,likely,https://thegoodride.com/snowboard-reviews/ride-helix-2015-2019-snowboard-review/,,
CATALOG_ONLY,,,,,Ride,Jason Ford,ride--jason-ford,1995,introduced,likely,https://retrosnow.com/shop/ride/libtech-95-ride/ride-jason-ford-pro-model/ | https://retrosnow.com/shop/ride/libtech-95-ride/ride-jason-ford-sylvester/,,
CATALOG_ONLY,,,,,Ride,Jennie,ride--jennie,1999,introduced,verified,https://www.snowboarder.com/news/how-the-1999-womens-boards-stack-up-a-review | https://www.snowboarder.com/news/board-test-board-specs,,
CATALOG_ONLY,,,,,Ride,Kashmir,ride--kashmir,2004,earliest_sourced,likely,https://web.archive.org/web/200308/http://www.ridesnowboards.com/ | https://web.archive.org/web/200603/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Kink,ride--kink,2003,earliest_sourced,verified,https://www.snowboard-review.com/snowboard_reviews/review/kink/ | https://thegoodride.com/snowboard-reviews/ride-kink-2018-2019-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/ride | https://web.archive.org/web/200208/http://www.ridesnowboards.com/ | https://web.archive.org/web/200705/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Lowride,ride--lowride,2000,earliest_sourced,likely,https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/lowride/ | https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Machete,ride--machete,2010,earliest_sourced,likely,https://thegoodride.com/snowboard-reviews/ride-machete-2010-2019-snowboard-review/,,
CATALOG_ONLY,,,,,Ride,Mahaffey,ride--mahaffey,2000,earliest_sourced,likely,https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/mahaffey/,,
CATALOG_ONLY,,,,,Ride,Manic,ride--manic,2026,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,Mecca,ride--mecca,2003,earliest_sourced,likely,https://web.archive.org/web/200208/http://www.ridesnowboards.com/ | https://web.archive.org/web/200407/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Menace,ride--menace,2002,earliest_sourced,likely,https://web.archive.org/web/200207/http://www.ridesnowboards.com/ | https://web.archive.org/web/200603/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Mikey LeBlanc Pro,ride--mikey-leblanc-pro,2004,earliest_sourced,likely,https://web.archive.org/web/200310/http://www.ridesnowboards.com/ | https://web.archive.org/web/200603/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Moderator,ride--moderator,2026,introduced,verified,https://thegoodride.com/snowboard-reviews/ride-moderator-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,Mountain,ride--mountain,2000,earliest_sourced,verified,https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/board-test-wide-rides | https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/mountain/ | https://web.archive.org/web/200306/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,MTNPIG,ride--mtnpig,2019,introduced,likely,https://thegoodride.com/snowboard-reviews/ride-mtnpig-snowboard-review/,,
CATALOG_ONLY,,,,,Ride,Nation,ride--nation,2003,earliest_sourced,likely,https://web.archive.org/web/200208/http://www.ridesnowboards.com/ | https://web.archive.org/web/200412/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,No. 4,ride--no-4,2006,earliest_sourced,likely,https://web.archive.org/web/200601/http://www.ridesnowboards.com/ | https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Peace Seeker,ride--peace-seeker,2023,introduced,likely,https://thegoodride.com/snowboard-reviews/ride-peace-seeker-snowboard-review/,,
CATALOG_ONLY,,,,,Ride,Profile,ride--profile,2000,earliest_sourced,verified,https://www.snowboarder.com/news/snowboard-lifes-top-25-board-test-2000 | https://www.snowboarder.com/news/board-test-board-specs | https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/profile/,,
CATALOG_ONLY,,,,,Ride,Prophet,ride--prophet,2004,earliest_sourced,likely,https://web.archive.org/web/200310/http://www.ridesnowboards.com/ | https://web.archive.org/web/200706/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Psychocandy,ride--psychocandy,2022,introduced,verified,https://thegoodride.com/snowboard-reviews/ride-psychocandy-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,RJ,ride--rj,1994,introduced,verified,https://archive.org/details/tws-89-93 | https://retrosnow.com/shop/ride/libtech-95-ride/ride-rj/,,
CATALOG_ONLY,,,,,Ride,Ruckus,ride--ruckus,2007,earliest_sourced,likely,https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Serum,ride--serum,2002,earliest_sourced,likely,https://web.archive.org/web/200108/http://www.ridesnowboards.com/ | https://web.archive.org/web/200401/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Shadowban,ride--shadowban,2023,introduced,verified,https://thegoodride.com/snowboard-reviews/ride-shadowban-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,Smokescreen,ride--smokescreen,2022,introduced,likely,https://thegoodride.com/snowboard-reviews/ride-smokescreen-snowboard-review/,,
CATALOG_ONLY,,,,,Ride,Society,ride--society,2007,earliest_sourced,likely,https://web.archive.org/web/200610/http://www.ridesnowboards.com/ | https://web.archive.org/web/200704/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Solace,ride--solace,2004,earliest_sourced,likely,https://web.archive.org/web/200311/http://www.ridesnowboards.com/ | https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Superpig,ride--superpig,2020,introduced,verified,https://thegoodride.com/snowboard-reviews/ride-superpig-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,System,ride--system,2000,earliest_sourced,likely,https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/system/ | https://web.archive.org/web/200206/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Tempest,ride--tempest,2000,earliest_sourced,likely,https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/tempest/ | https://web.archive.org/web/200206/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Theory,ride--theory,2004,earliest_sourced,likely,https://web.archive.org/web/200310/http://www.ridesnowboards.com/ | https://web.archive.org/web/200603/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Timeless,ride--timeless,2000,earliest_sourced,verified,https://www.snowboarder.com/news/snowboard-lifes-top-25-board-test-2000 | https://www.snowboarder.com/news/board-test-board-specs | https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/board-test-wide-rides | https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/timeless/ | https://web.archive.org/web/200705/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Twinpig,ride--twinpig,2019,introduced,verified,https://thegoodride.com/snowboard-reviews/ride-twinpig-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/ride,,
CATALOG_ONLY,,,,,Ride,Verona,ride--verona,2007,earliest_sourced,likely,https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Vista,ride--vista,2002,earliest_sourced,likely,https://web.archive.org/web/200109/http://www.ridesnowboards.com/ | https://web.archive.org/web/200610/http://www.ridesnowboards.com/,,
CATALOG_ONLY,,,,,Ride,Waara,ride--waara,2000,earliest_sourced,likely,https://web.archive.org/web/200007/http://www.ridesnowboards.com/products/boards/waara/,,
CATALOG_ONLY,,,,,Ride,Warpig,ride--warpig,2017,introduced,verified,https://thegoodride.com/snowboard-reviews/ride-warpig-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/ride,,
