edition_id,series_id,year,edition_label,start_date,end_date,venue,city,country,disciplines,status,status_note,notes,sources,confidence,source_file
us-snowboarding-grand-prix--2021,us-snowboarding-grand-prix,2021,"2021 Toyota U.S. Grand Prix, Copper Mountain (halfpipe World Cup)",2021-12-14,,Copper Mountain Resort,"Copper Mountain, Colorado",USA,halfpipe,held,,FIS reported the snowboard halfpipe World Cup at this Toyota U.S. Grand Prix on 14 December 2021. Only the halfpipe date was confirmed; the full run of the Grand Prix week at Copper was not established.,https://www.fis-ski.com/snowboard-park-and-pipe/news/2021-22/toyota-us-grand-prix-halfpipe-world-cup-at-copper-mountain-snowboard,likely,xgames-dewtour
usasa-national-championships--1990,usasa-national-championships,1990,1990 USASA National Championships,1990-02,1990-02,Snow Valley,Running Springs,USA,,held,,"Snowboarder/TransWorld 1990s timeline: February 1990 at Snow Valley, California; a severe snowstorm stranded competitors and USASA president Chuck Allen led the rescue. No podium found. City given as Running Springs, California (Snow Valley's town) - not confirmed in the sources opened. Not to be confused with Snow Valley, Vermont, which hosted the 1983 and 1984 National Snowboarding Championships.",https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s,likely,legacy-80s-90s
usasa-national-championships--2023,usasa-national-championships,2023,2023 USASA National Championships,2023-03-31,2023-04-06,Copper Mountain,"Copper Mountain, Colorado",USA,halfpipe | slopestyle | boardercross | giant-slalom | slalom | rail-jam,held,,"Snowboard championships ran March 31-April 6, 2023; the freeski championships followed April 8-12, 2023. About 1,500 snowboard and freeski competitors attended in total.",https://www.townoffrisco.com/event/copper-mountain-events/usasa-snowboard-national-championships/ | https://www.townoffrisco.com/event/copper-mountain-events/usasa-freeski-national-championships/,verified,us-grassroots
usasa-national-championships--2025,usasa-national-championships,2025,2025 USASA National Championships,2025-03-30,2025-04-03,Copper Mountain,"Copper Mountain, Colorado",USA,halfpipe | slopestyle | boardercross | giant-slalom | slalom | rail-jam,held,,"Full championship window March 28-April 9, 2025; snowboard competition March 30-April 3 and freeski April 6-9. Daily formats are confirmed nightly at the Team Captains Meeting.",https://usasa.org/national-championships/,verified,us-grassroots
usasa-national-championships--2026,usasa-national-championships,2026,2026 USASA National Championships,2026-03-28,2026-04-02,Copper Mountain,"Copper Mountain, Colorado",USA,halfpipe | slopestyle | boardercross | giant-slalom | slalom | rail-jam,held,,"Dates from an events listing, not from USASA directly; disciplines for this specific edition not confirmed from the organiser.",https://www.boardriding.com/events/usasa-national-championships-copper-mountain-2026,likely,us-grassroots
vans-triple-crown-of-snowboarding--2000,vans-triple-crown-of-snowboarding,2000,1999/2000 Vans Triple Crown of Snowboarding,1999-12-03,2000-02-27,,,multiple,halfpipe | big-air | boardercross,held,,"Three stops: Breckenridge, Colorado 3-5 December 1999 (boardercross, big air with a USD 10,000 winner's cheque, halfpipe); Mount Seymour, British Columbia 14-16 January 2000 (snowboard cross, halfpipe); Sierra-at-Tahoe, California 25-27 February 2000 (halfpipe). Overall titles to Ross Powers and Ina Poetzl, with a USD 10,000 overall prize.",https://www.mountainzone.com/snowboarding/2000/vans/index.html | https://www.mountainzone.com/snowboarding/2000/vans/breckenridge/,verified,world-tours
waengl-taengl--2012,waengl-taengl,2012,10th Vans Waengl Taengl presented by G-SHOCK,2012-03-17,2012-03-24,Mayrhofen,"Mayrhofen, Zillertal",Austria,team | slopestyle,held,,"Tenth-anniversary edition, a week-long 'contest-ival' billed as the world's largest snowboard team competition, with team skate, open-air concerts, parties and art installations alongside. Organised by the Aesthetiker.",https://www.vice.com/de/article/waengl-taengl-ueberrollt-mayrhofen/ | https://www.worldsnowboardfederation.org/news/the-asthetikers-announce-a-break-from-the-wangl-tangl-in-2013/,verified,intl-other
waengl-taengl--2013,waengl-taengl,2013,Waengl Taengl 2013 (not held),,,,"Mayrhofen, Zillertal",Austria,,cancelled,"The Aesthetiker announced a break from producing the event in 2013. Club president Steve Gruber: 'we felt we needed time to look at how we could step it up again to guarantee the next edition of the Waengl is kick arse, not an anti-climax.'",The crew said they would instead focus on youth development and new event formats.,https://www.worldsnowboardfederation.org/news/the-asthetikers-announce-a-break-from-the-wangl-tangl-in-2013/,verified,intl-other
westbeach-classic--1989,westbeach-classic,1989,1989 WestBeach Classic (first edition),,,,,Canada,halfpipe | big-air,held,,First edition. Sources disagree on venue and format: Whistler Blackcomb's own 60th anniversary timeline says the WestBeach Classic launched at Blackcomb in 1989 and that Ross Rebagliati won the halfpipe and landed the cover of TransWorld Snowboarding; photographer Dano Pendygrasse recalls the first event as a big air at Cypress Mountain. Venue left null pending a contemporaneous source.,https://www.whistlerblackcomb.com/explore-the-resort/discover/whistler-blackcomb-60-anniversary.aspx | https://parrot-point-8fe3.squarespace.com/stories/pipe-dreams | https://www.piquenewsmagazine.com/local-sports/westbeach-classic-not-on-2459602,likely,canada
westbeach-classic--1997,westbeach-classic,1997,1997 WestBeach Invitational Big Air,,,Whistler Mountain (base area),Whistler,Canada,big-air,held,,"Run inside the 1997 World Ski & Snowboard Festival (4-13 April 1997). Over 8,000 spectators at the base of Whistler Mountain. Exact contest date not sourced.",https://whistlermuseum.org/2024/04/09/wssf-the-beginning/,verified,canada
westbeach-classic--2000,westbeach-classic,2000,2000 WestBeach Classic,,,Whistler Blackcomb,Whistler,Canada,big-air,held,,Final edition. Moved out of the World Ski & Snowboard Festival to the May long weekend. Reported in 2001 by Pique Newsmagazine as the last running.,https://www.piquenewsmagazine.com/local-sports/westbeach-classic-not-on-2459602,likely,canada
westbeach-classic--2001,westbeach-classic,2001,2001 WestBeach Classic,,,,Whistler,Canada,,cancelled,Not held. WestBeach Sports redirected its funding to sponsor the World Snowboarding Championship instead; company president Steve Dewar told Pique the brand opportunity was 'too good to pass up'.,The Masters Group organised both the WestBeach Classic and the World Snowboarding Championship.,https://www.piquenewsmagazine.com/local-sports/westbeach-classic-not-on-2459602,verified,canada
whistler-blackcomb-fis-snowboard-world-cup--2001,whistler-blackcomb-fis-snowboard-world-cup,2001,"2001 FIS Snowboard World Cup, Whistler",2001-12-06,2001-12-11,Whistler Blackcomb,Whistler,Canada,boardercross | halfpipe | parallel-giant-slalom | big-air,held,,"Pique Newsmagazine's 2001 year in sports records snowboard cross, two halfpipes, alpine and big air over these dates, with Guillaume Morisset taking a bronze, Natasza Zurek a silver and Jasey-Jay Anderson a silver in parallel giant slalom. Belongs to the 2001-02 season.",https://www.piquenewsmagazine.com/local-sports/whistler-the-year-in-sports-2461092,verified,canada
winsport-calgary-world-cup--2019,winsport-calgary-world-cup,2019,2019 Halfpipe Rodeo FIS Ski & Snowboard World Cup,2019-02-13,2019-02-16,Canada Olympic Park,Calgary,Canada,halfpipe,held,,Announced by Canada Snowboard in November 2018 and listed on its 2018-19 domestic calendar.,https://www.canadasnowboard.ca/en/news/?id=1256 | https://www.canadasnowboard.ca/en/news/?id=1259,verified,canada
winsport-calgary-world-cup--2020,winsport-calgary-world-cup,2020,"2020 FIS Freestyle Ski and Snowboard World Cups, Calgary",2020-02-12,2020-02-16,Canada Olympic Park,Calgary,Canada,halfpipe | slopestyle,held,,Part of a season in which Canada hosted a World Cup in every snowboard discipline.,https://olympic.ca/2019/10/24/winter-competitions-coming-to-canada-in-2019-20/,verified,canada
winter-dew-tour--2008,winter-dew-tour,2008,"2008-09 Winter Dew Tour, Stop 1: Breckenridge",2008-12-18,2008-12-21,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle,held,,Opening stop of the inaugural Winter Dew Tour. Men's and women's snowboard and freeski slopestyle and superpipe; $1.5 million purse across the three stops; Dew Cup awarded to season champions. Belongs to the 2008-09 season.,"https://news.vailresorts.com/2008-11-21-WINTER-DEW-TOUR-TO-VISIT-BRECKENRIDGE-RESORT,-DEC-18-21 | https://www.saminfo.com/news/sam-headline-news/5336-976-breck-mount-snow-northstar-highlight-dew-tour",verified,xgames-dewtour
winter-dew-tour--2009-a,winter-dew-tour,2009,"2008-09 Winter Dew Tour, Stop 2: Mount Snow",2009-01-08,2009-01-11,Mount Snow Resort,"West Dover, Vermont",USA,superpipe | slopestyle,held,,Second stop of the 2008-09 season.,"https://news.vailresorts.com/2008-11-21-WINTER-DEW-TOUR-TO-VISIT-BRECKENRIDGE-RESORT,-DEC-18-21 | https://www.saminfo.com/news/sam-headline-news/5336-976-breck-mount-snow-northstar-highlight-dew-tour",verified,xgames-dewtour
winter-dew-tour--2009-b,winter-dew-tour,2009,"2008-09 Winter Dew Tour, Stop 3: Northstar-at-Tahoe",2009-02-19,,Northstar-at-Tahoe Resort,"Truckee, California",USA,superpipe | slopestyle,held,,"Season finale of the 2008-09 season. [QA-corrected: end_date removed, not carried by either citation.]","https://news.vailresorts.com/2008-11-21-WINTER-DEW-TOUR-TO-VISIT-BRECKENRIDGE-RESORT,-DEC-18-21 | https://www.saminfo.com/news/sam-headline-news/5336-976-breck-mount-snow-northstar-highlight-dew-tour",likely,xgames-dewtour
winter-dew-tour--2009-c,winter-dew-tour,2009,"2009-10 Winter Dew Tour, Stop 1: Breckenridge",2009-12-18,2009-12-20,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle,held,,Opening stop of the 2009-10 season. The season article lists only men's superpipe and men's slopestyle for this stop; whether women's fields ran here is unconfirmed.,https://en.wikipedia.org/wiki/2009%E2%80%932010_Winter_Dew_Tour,likely,xgames-dewtour
winter-dew-tour--2010-a,winter-dew-tour,2010,"2009-10 Winter Dew Tour, Stop 2: Snowbasin",2010-01-15,2010-01-17,Snowbasin Resort,"Huntsville, Utah",USA,superpipe | slopestyle,held,,Second stop of the 2009-10 season; men's and women's superpipe and slopestyle.,https://en.wikipedia.org/wiki/2009%E2%80%932010_Winter_Dew_Tour,likely,xgames-dewtour
winter-dew-tour--2010-b,winter-dew-tour,2010,"2009-10 Winter Dew Tour, Stop 3: Mount Snow",2010-02-05,2010-02-07,Mount Snow,"West Dover, Vermont",USA,superpipe | slopestyle,held,,Third stop of the 2009-10 season; men's and women's superpipe and slopestyle.,https://en.wikipedia.org/wiki/2009%E2%80%932010_Winter_Dew_Tour,likely,xgames-dewtour
winter-dew-tour--2010-c,winter-dew-tour,2010,"2009-10 Winter Dew Tour, Toyota Championship: Northstar-at-Tahoe",,,Northstar-at-Tahoe Resort,"Truckee, California",USA,superpipe | slopestyle,held,,"Listed as the season finale of the 2009-10 Winter Dew Tour. No dates found; year assigned to 2010 on the assumption the finale followed the February Mount Snow stop, which is NOT sourced. See open_questions.",https://en.wikipedia.org/wiki/2009%E2%80%932010_Winter_Dew_Tour,likely,xgames-dewtour
winter-dew-tour--2010-d,winter-dew-tour,2010,"2010-11 Winter Dew Tour, Stop 1: Breckenridge",2010-12-16,2010-12-19,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle,held,,Opening stop of the 2010-11 season; new 22-foot superpipe at Breckenridge.,https://freeskier.com/stories/winter-dew-tour-announces-dates-and-places-2010-11,verified,xgames-dewtour
winter-dew-tour--2011-a,winter-dew-tour,2011,"2010-11 Winter Dew Tour, Stop 2: Killington",2011-01-20,2011-01-23,Killington Resort,"Killington, Vermont",USA,superpipe | slopestyle,held,,Vermont stop moved from Mount Snow to Killington for the 2010-11 season.,https://freeskier.com/stories/winter-dew-tour-announces-dates-and-places-2010-11,verified,xgames-dewtour
winter-dew-tour--2011-b,winter-dew-tour,2011,"2010-11 Winter Dew Tour, Toyota Championship: Snowbasin",2011-02-10,2011-02-13,Snowbasin Resort,"Ogden, Utah",USA,superpipe | slopestyle,held,,Season finale of the 2010-11 season; Dew Cup awarded.,https://freeskier.com/stories/winter-dew-tour-announces-dates-and-places-2010-11,verified,xgames-dewtour
winter-dew-tour--2011-c,winter-dew-tour,2011,"2011-12 Winter Dew Tour, Stop 1: Breckenridge",2011-12-15,2011-12-18,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle,held,,Opening stop of the 2011-12 season.,https://snowboardmag.com/stories/winter-dew-tour-announces-2011-12-schedule,verified,xgames-dewtour
winter-dew-tour--2012-a,winter-dew-tour,2012,"2011-12 Winter Dew Tour, Stop 2: Killington",2012-01-19,2012-01-22,Killington Resort,"Killington, Vermont",USA,superpipe | slopestyle,held,,Second stop of the 2011-12 season.,https://snowboardmag.com/stories/winter-dew-tour-announces-2011-12-schedule,verified,xgames-dewtour
winter-dew-tour--2012-b,winter-dew-tour,2012,"2011-12 Winter Dew Tour, Toyota Championship: Snowbasin",2012-02-09,2012-02-12,Snowbasin Resort,"Ogden, Utah",USA,superpipe | slopestyle,held,,Season finale of the 2011-12 season; last multi-stop Winter Dew Tour season.,https://snowboardmag.com/stories/winter-dew-tour-announces-2011-12-schedule,verified,xgames-dewtour
winter-dew-tour--2012-c,winter-dew-tour,2012,Dew Tour Mountain Championships 2012 (Breckenridge),2012-12-13,2012-12-16,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle | jib,held,,First season under the restructured single-winter-stop format ('the lone Winter Dew Tour stop'). A Main Street rail jam ran alongside the mountain events (recorded as 'jib').,https://www.newschoolers.com/news/read/2012-Dew-Tour-Schedule-Announced | https://news.vailresorts.com/2013-04-04-Winter-Dew-Tour-Returns-to-Breckenridge-in-2013,verified,xgames-dewtour
winter-dew-tour--2013,winter-dew-tour,2013,Dew Tour Mountain Championships 2013 (Breckenridge),2013-12-12,2013-12-15,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,,held,,"Announced as the Mountain Championships leg of the three-stop 2013 Dew Tour (Ocean City, San Francisco, Breckenridge). Snowboard discipline list not confirmed.",https://news.vailresorts.com/2013-04-04-Winter-Dew-Tour-Returns-to-Breckenridge-in-2013,verified,xgames-dewtour
winter-dew-tour--2014,winter-dew-tour,2014,Dew Tour Mountain Championships 2014 (Breckenridge),2014-12-11,2014-12-15,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle | jib,held,,"Men's and women's snowboard slopestyle and superpipe plus men's Snowboard Streetstyle (recorded as 'jib'). Described as the seventh straight year at Breckenridge. Dates from a secondary event listing, not an organiser release.",https://www.worldsnowboardguide.com/events/winter-dew-tour-breckenridge-2014.html,likely,xgames-dewtour
winter-dew-tour--2015,winter-dew-tour,2015,Dew Tour Breckenridge 2015,2015-12-10,2015-12-13,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle | jib,held,,Men's and women's snowboard superpipe and slopestyle finals plus a Snowboard Streetstyle final (recorded as 'jib').,"https://news.vailresorts.com/2015-12-08-Dew-Tour-Announces-Event-and-Broadcast-Schedule-from-Breckenridge,-December-10-13",verified,xgames-dewtour
winter-dew-tour--2016,winter-dew-tour,2016,Dew Tour Breckenridge 2016,2016-12-08,2016-12-11,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle | team,held,,"Run in Breckenridge's Freeway Terrain Park. Individual men's and women's slopestyle and pipe, plus a new brand Team Challenge format (recorded as 'team'). First winter edition under TEN: The Enthusiast Network ownership.",https://news.vailresorts.com/2016-08-30-Dew-Tour-Announces-Return-to-Breckenridge-for-Winter-2016-Ski-and-Snowboard-Competition,verified,xgames-dewtour
winter-dew-tour--2017,winter-dew-tour,2017,Dew Tour Breckenridge 2017,2017-12-14,2017-12-17,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle | jib | team,held,,"Men's and women's snowboard slopestyle and superpipe (a U.S. Ski & Snowboard Olympic qualifying event), a combined ski/snowboard Streetstyle (recorded as 'jib') and a Team Challenge on a modified superpipe/jib/jump course (recorded as 'team').","https://news.vailresorts.com/2017-10-17-Schedule-Announced-for-2017-Winter-Dew-Tour-at-Breckenridge-Ski-Resort,-Dec-14-17",verified,xgames-dewtour
winter-dew-tour--2018,winter-dew-tour,2018,Dew Tour Breckenridge 2018,2018-12-13,2018-12-16,Breckenridge Ski Resort,"Breckenridge, Colorado",USA,superpipe | slopestyle | jib | team | other,held,,"Eleventh and final Breckenridge edition. Men's and women's ski and snowboard slopestyle and halfpipe, a para snowboard competition (recorded as 'other'), a 12-brand Team Challenge, and a Streetstyle jam in downtown Breckenridge (recorded as 'jib').","https://news.vailresorts.com/2018-06-07-Winter-Dew-Tour-Returns-to-Breckenridge-December-13-16,-2018",verified,xgames-dewtour
winter-dew-tour--2020,winter-dew-tour,2020,Dew Tour Copper Mountain 2020,2020-02-06,2020-02-09,Copper Mountain Resort,"Copper Mountain, Colorado",USA,superpipe | slopestyle | team | other,held,,"First Copper Mountain edition after 11 years at Breckenridge. Men's and women's halfpipe, slopestyle in Copper's Central Park, para snowboard (recorded as 'other') and the Team Challenge. Note the calendar-year gap: the previous edition was December 2018, so no Winter Dew Tour was held in calendar 2019.",https://www.mensjournal.com/adventure/winter-dew-tour-heads-to-copper-mountain-colorado-february-6-9-2020/ | https://en.wikipedia.org/wiki/Dew_Tour,verified,xgames-dewtour
winter-dew-tour--2021,winter-dew-tour,2021,Dew Tour Copper Mountain 2021,2021-12-15,2021-12-19,Copper Mountain Resort,"Copper Mountain, Colorado",USA,superpipe | slopestyle | other,held,,"Beijing 2022 Olympic qualifying event. DATE CONFLICT: U.S. Ski & Snowboard gives December 15-19, 2021; Summit Daily's preview gives December 16-19. More than 200 athletes from 17 countries in ski and snowboard superpipe, slopestyle and adaptive snowboard slalom (recorded as 'other').",https://www.usskiandsnowboard.org/index.php/news/dew-tour-olympic-qualifier-kicks | https://gearjunkie.com/news/dew-tour-copper-mountain-live-coverage,likely,xgames-dewtour
winter-dew-tour--2023,winter-dew-tour,2023,Dew Tour Copper Mountain 2023,2023-02-24,2023-02-26,Copper Mountain Resort,"Copper Mountain, Colorado",USA,superpipe | slopestyle | jib | other,held,,"Based in Copper's Center Village. Men's and women's ski and snowboard superpipe and slopestyle, a Super Streetstyle (recorded as 'jib') and superpipe high air / best trick jams (recorded as 'other'). No Winter Dew Tour was held in calendar 2022.",https://dewtour.com/stories/winter-dew-tour-2023-copper-mountain-february-24-26/ | https://www.usskiandsnowboard.org/news/2023-copper-mountain-dew-tour-preview,verified,xgames-dewtour
winter-dew-tour--2024,winter-dew-tour,2024,Dew Tour Copper Mountain 2024,2024-03-08,2024-03-10,Copper Mountain Resort,"Copper Mountain, Colorado",USA,,held,,Final Winter Dew Tour. Dates are as stated in the headlines of the Dew Tour and PR Newswire announcements; neither page body could be retrieved (dewtour.com blocked the fetcher via robots.txt). Discipline list not confirmed. Dew Tour announced in 2024 that the winter event would not return from 2025 onward.,https://dewtour.com/stories/winter-dew-tour-copper-mountain-date-announcement-march-2024/ | https://www.prnewswire.com/news-releases/winter-dew-tour-snowboard-and-ski-competition-and-festival-returns-to-copper-mountain-march-8-10-2024-301971535.html | https://en.wikipedia.org/wiki/Dew_Tour,likely,xgames-dewtour
winter-games-nz--2009,winter-games-nz,2009,2009 New Zealand Winter Games,2009-08-21,2009-08-30,,"Dunedin, Naseby, Queenstown, Wanaka",New Zealand,halfpipe | slopestyle,held,,"Inaugural edition: 7 sports, 51 events.",https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2011,winter-games-nz,2011,2011 New Zealand Winter Games,2011-08-13,2011-08-28,,"Dunedin, Methven, Naseby, Queenstown, Wanaka",New Zealand,halfpipe | slopestyle,held,,Expanded to 9 sports. Included a WSF Para-Snowboard World Cup at Cardrona Alpine Resort.,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games | https://www.worldsnowboardfederation.org/?s=New+Zealand,likely,intl-other
winter-games-nz--2013,winter-games-nz,2013,2013 New Zealand Winter Games,2013-08-15,2013-08-25,,"Naseby, Queenstown, Wanaka",New Zealand,halfpipe | slopestyle,held,,,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2015,winter-games-nz,2015,2015 New Zealand Winter Games,2015-08-21,2015-08-30,,"Naseby, Queenstown, Wanaka",New Zealand,halfpipe | slopestyle,held,,5 sports.,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2017,winter-games-nz,2017,2017 New Zealand Winter Games,2017-08-25,2017-09-10,,"Naseby, Queenstown, Wanaka",New Zealand,halfpipe | slopestyle | big-air,held,,Last edition of the biennial era; the Games went annual from 2018.,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2018,winter-games-nz,2018,2018 Winter Games NZ,2018-08-24,2018-09-08,,"Naseby, Queenstown, Wanaka",New Zealand,halfpipe | slopestyle | big-air,held,,First annual edition.,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2019,winter-games-nz,2019,2019 Winter Games NZ,2019-08-27,2019-09-11,,"Queenstown, Wanaka",New Zealand,halfpipe | slopestyle | big-air,held,,5 sports.,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2020,winter-games-nz,2020,2020 Winter Games NZ,,,,"Queenstown, Wanaka",New Zealand,halfpipe | slopestyle | big-air,held,,Run in the new Obsidian format for New Zealand athletes only.,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2021,winter-games-nz,2021,2021 Winter Games NZ (cancelled),,,,,New Zealand,,cancelled,Cancelled because of the COVID-19 pandemic.,,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2022,winter-games-nz,2022,2022 Winter Games NZ,,,,"Queenstown, Wanaka",New Zealand,halfpipe | slopestyle | big-air,held,,International athletes returned; 4 sports.,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,likely,intl-other
winter-games-nz--2023,winter-games-nz,2023,2023 Winter Games NZ,2023-08-25,2023-09-08,"Cardrona Alpine Resort, Coronet Peak, The Remarkables","Queenstown, Wanaka",New Zealand,halfpipe | slopestyle | big-air,held,,"14 events across alpine, freeride and freestyle park and pipe. Hosted the FIS Park & Pipe Junior World Championships. The International Obsidian Challenge, an athlete-focused team event for freeski and snowboard, ran 9-16 September as a new addition.",https://www.wintergamesnz.kiwi/about-1 | https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,verified,intl-other
winter-games-nz--2024,winter-games-nz,2024,2024 Winter Games NZ,,,,"Queenstown, Wanaka",New Zealand,halfpipe | slopestyle | big-air,held,,Final edition. FIS World Cup events resumed; 4 sports. The Games were wound up on 23 January 2025.,https://en.wikipedia.org/wiki/New_Zealand_Winter_Games | https://planetski.eu/2025/01/23/winter-games-nz-ends/,likely,intl-other
winter-x-games--1997,winter-x-games,1997,Winter X Games I (1997),1997-01-30,1997-02-02,Snow Summit,"Big Bear Lake, California",USA,halfpipe | slopestyle | big-air | boardercross,held,,"First edition. Snowboard Magazine's history names Snow Summit, Big Bear as the site and lists slopestyle, big air, snowboarder X and halfpipe, noting the pipe was 12 feet tall. Non-snowboard disciplines included ice climbing, snow mountain bike racing and shovel racing.",https://en.wikipedia.org/wiki/X_Games | https://snowboardmag.com/stories/history-winter-x-games-part-1,likely,xgames-dewtour
winter-x-games--1998,winter-x-games,1998,Winter X Games II (1998),1998-01,,Crested Butte Mountain Resort,"Crested Butte, Colorado",USA,halfpipe | slopestyle | big-air,held,,"Aspen Daily News gives January 1998; no exact dates found. Freeskiing, snowmobile SnoCross and skiboarding added to the overall programme. Discipline list is from a Snowboard Magazine results retrospective that tracked only halfpipe, slopestyle and big air; whether snowboarder X ran is unconfirmed.",https://en.wikipedia.org/wiki/X_Games | https://www.aspendailynews.com/winter-x-games-a-brief-history/article_3459d151-30c8-5345-a0a9-2837bdfe8211.html | https://snowboardmag.com/stories/winter-x-games-14-years-results,likely,xgames-dewtour
winter-x-games--1999,winter-x-games,1999,Winter X Games III (1999),1999-01,,Crested Butte Mountain Resort,"Crested Butte, Colorado",USA,halfpipe | slopestyle | big-air,held,,Aspen Daily News gives January 1999; no exact dates found. Same caveat on the discipline list as 1998.,https://en.wikipedia.org/wiki/X_Games | https://www.aspendailynews.com/winter-x-games-a-brief-history/article_3459d151-30c8-5345-a0a9-2837bdfe8211.html | https://snowboardmag.com/stories/winter-x-games-14-years-results,likely,xgames-dewtour
winter-x-games--2000,winter-x-games,2000,Winter X Games IV (2000),2000-02-03,2000-02-06,Mount Snow,"West Dover, Vermont",USA,superpipe | slopestyle | big-air,held,,"First East Coast Winter X Games. Aspen Daily News reports snowboard SuperPipe added this year and the pipe wall height raised to 15 feet. Record attendance reported as 83,500.",https://en.wikipedia.org/wiki/X_Games | https://www.aspendailynews.com/winter-x-games-a-brief-history/article_3459d151-30c8-5345-a0a9-2837bdfe8211.html | https://snowboardmag.com/stories/winter-x-games-14-years-results,likely,xgames-dewtour
winter-x-games--2001,winter-x-games,2001,Winter X Games V (2001),,,Mount Snow,"West Dover, Vermont",USA,superpipe | slopestyle | big-air,held,,No exact dates found in any source opened. Moto X Big Air debuted at this edition.,https://en.wikipedia.org/wiki/X_Games | https://www.aspendailynews.com/winter-x-games-a-brief-history/article_3459d151-30c8-5345-a0a9-2837bdfe8211.html | https://snowboardmag.com/stories/winter-x-games-14-years-results,likely,xgames-dewtour
winter-x-games--2002,winter-x-games,2002,Winter X Games VI (2002),,,Buttermilk Mountain,"Aspen, Colorado",USA,,held,,"First Aspen edition; Buttermilk has hosted every year since. DATE CONFLICT, left null: the Wikipedia X Games article gives February 1-5, 2002 while the Aspen Daily News history gives January 17-20, 2002. Snowboard Magazine's retrospective suggests big air was not run for snowboard between 2002 and 2006, but this is unconfirmed, so disciplines are left null.",https://en.wikipedia.org/wiki/X_Games | https://www.aspendailynews.com/winter-x-games-a-brief-history/article_3459d151-30c8-5345-a0a9-2837bdfe8211.html | https://snowboardmag.com/stories/history-winter-x-games-part-1,likely,xgames-dewtour
winter-x-games--2003,winter-x-games,2003,Winter X Games VII (2003),2003-01-30,2003-02-05,Buttermilk Mountain,"Aspen, Colorado",USA,,held,,Dates as given by the Wikipedia X Games article; not cross-checked against an organiser source. Disciplines not confirmed.,https://en.wikipedia.org/wiki/X_Games,likely,xgames-dewtour
winter-x-games--2004,winter-x-games,2004,Winter X Games VIII (2004),2004-01-22,2004-01-25,Buttermilk Mountain,"Aspen, Colorado",USA,,held,,Disciplines not confirmed by a source opened.,https://en.wikipedia.org/wiki/X_Games,likely,xgames-dewtour
winter-x-games--2005,winter-x-games,2005,Winter X Games IX (2005),2005-01-29,2005-02-01,Buttermilk Mountain,"Aspen, Colorado",USA,boardercross | slopestyle | superpipe,held,,"Snowboard events: men's and women's snowboard cross, slopestyle and SuperPipe. No snowboard big air this year.",https://en.wikipedia.org/wiki/X_Games | https://en.wikipedia.org/wiki/Winter_X_Games_IX,verified,xgames-dewtour
winter-x-games--2006,winter-x-games,2006,Winter X Games X (2006),2006-01-28,2006-01-31,Buttermilk Mountain,"Aspen, Colorado",USA,,held,,Disciplines not confirmed by a source opened.,https://en.wikipedia.org/wiki/X_Games,likely,xgames-dewtour
winter-x-games--2007,winter-x-games,2007,Winter X Games XI (2007),2007-01-25,2007-01-28,Buttermilk Mountain,"Aspen, Colorado",USA,boardercross | slopestyle | superpipe | other,held,,"Men's Snowboard Best Trick added this year (recorded as 'other'); plus men's and women's snowboard cross, slopestyle and SuperPipe.",https://en.wikipedia.org/wiki/X_Games | https://en.wikipedia.org/wiki/Winter_X_Games_XI,verified,xgames-dewtour
winter-x-games--2008,winter-x-games,2008,Winter X Games XII (2008),2008-01-24,2008-01-27,Buttermilk Mountain,"Aspen, Colorado",USA,big-air | boardercross | slopestyle | superpipe,held,,"Men's Snowboard Big Air returns to the programme alongside men's and women's snowboard cross, slopestyle and SuperPipe.",https://en.wikipedia.org/wiki/X_Games | https://en.wikipedia.org/wiki/Winter_X_Games_XII,verified,xgames-dewtour
